,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
41,000001.XSHE,000001,平安银行,XSHE,2021-03-09,21.6,21.6,21.68,21.92,20.58,20.85,136189533,2882931927.56,114479,0.007,0.9921976328,404609981325,404613394470,-0.0347,13.9869,13.9869,1.1112,1,21.169
42,000001.XSHE,000001,平安银行,XSHE,2021-03-10,20.85,20.85,20.84,20.91,20.28,20.4,114941657,2356185003.94,95463,0.0059,0.9921976328,395877391800,395880731280,-0.0216,13.685,13.685,1.0872,1,20.499
43,000001.XSHE,000001,平安银行,XSHE,2021-03-11,20.4,20.4,20.58,21.38,20.56,21.27,104865939,2213107787.13,92838,0.0054,0.9921976328,412760398215,412763880114,0.0426,14.2687,14.2687,1.1336,1,21.104
44,000001.XSHE,000001,平安银行,XSHE,2021-03-12,21.27,21.27,21.37,21.7,21.2,21.48,69720060,1494219075.5,64701,0.0036,0.9921976328,416835606660,416839122936,0.0099,14.4095,14.4095,1.1448,1,21.432
45,000001.XSHE,000001,平安银行,XSHE,2021-03-15,21.48,21.48,21.4,22.12,21.11,21.6,95874870,2077984893.95,83319,0.0049,0.9921976328,419164297200,419167833120,0.0056,14.49,14.49,1.1511,1,21.674
46,000001.XSHE,000001,平安银行,XSHE,2021-03-16,21.6,21.6,21.6,22.11,21.27,21.66,93968432,2038470660.53,75908,0.0048,0.9921976328,420328642470,420332188212,0.0028,14.5303,14.5303,1.1543,1,21.693
47,000001.XSHE,000001,平安银行,XSHE,2021-03-17,21.66,21.66,21.45,21.55,20.9,21.2,82148865,1738185857.1,75071,0.0042,0.9921976328,411401995400,411405465840,-0.0212,14.2217,14.2217,1.1298,1,21.159
48,000001.XSHE,000001,平安银行,XSHE,2021-03-18,21.2,21.2,21.3,21.73,21.0,21.73,69161019,1483801548.98,90223,0.0036,0.9921976328,421687045285,421690602486,0.025,14.5772,14.5772,1.1581,1,21.454
49,000001.XSHE,000001,平安银行,XSHE,2021-03-19,21.73,21.73,21.53,21.65,20.37,20.47,152562227,3159181042.96,134749,0.0079,0.9921976328,397235794615,397239145554,-0.058,13.732,13.732,1.0909,1,20.707
50,000001.XSHE,000001,平安银行,XSHE,2021-03-22,20.47,20.47,20.55,21.55,20.53,21.55,145119008,3087549484.44,123533,0.0075,0.9921976328,418194009475,418197537210,0.0528,14.4565,14.4565,1.1485,1,21.276
51,000001.XSHE,000001,平安银行,XSHE,2021-03-23,21.55,21.55,21.57,21.65,20.96,21.23,68290338,1448043613.41,75953,0.0035,0.9921976328,411984168035,411987643386,-0.0148,14.2418,14.2418,1.1314,1,21.204
52,000001.XSHE,000001,平安银行,XSHE,2021-03-24,21.23,21.23,21.21,21.28,20.45,20.53,85008507,1757688572.48,84083,0.0044,0.9921976328,398400139885,398403500646,-0.033,13.7722,13.7722,1.0941,1,20.677
53,000001.XSHE,000001,平安银行,XSHE,2021-03-25,20.53,20.53,20.58,20.83,20.4,20.75,49266574,1017166048.68,58686,0.0025,0.9921976328,402669405875,402672802650,0.0107,13.9198,13.9198,1.1058,1,20.646
54,000001.XSHE,000001,平安银行,XSHE,2021-03-26,20.75,20.75,20.84,21.4,20.76,21.14,82210806,1733412579.12,69195,0.0042,0.9921976328,410237650130,410241110748,0.0188,14.1815,14.1815,1.1266,1,21.085
55,000001.XSHE,000001,平安银行,XSHE,2021-03-29,21.14,21.14,21.28,21.65,21.2,21.49,78566668,1684397866.28,72297,0.004,0.9921976328,417029664205,417033182118,0.0166,14.4162,14.4162,1.1453,1,21.439
56,000001.XSHE,000001,平安银行,XSHE,2021-03-30,21.49,21.49,21.38,21.93,21.21,21.93,73865481,1601238499.06,69672,0.0038,0.9921976328,425568196185,425571786126,0.0205,14.7114,14.7114,1.1687,1,21.678
57,000001.XSHE,000001,平安银行,XSHE,2021-03-31,21.93,21.93,21.77,22.07,21.6,22.01,77702807,1699922183.98,78430,0.004,0.9921976328,427120656545,427124259582,0.0036,14.7651,14.7651,1.173,1,21.877
58,000001.XSHE,000001,平安银行,XSHE,2021-04-01,22.01,22.01,22.08,22.11,21.5,21.78,54444898,1183868023.66,64556,0.0028,0.9921976328,422657333010,422660898396,-0.0104,14.6108,14.6108,1.1607,1,21.744
59,000001.XSHE,000001,平安银行,XSHE,2021-04-02,21.78,21.78,21.7,21.73,21.36,21.5,58108352,1249405387.16,53540,0.003,0.9921976328,417223721750,417227241300,-0.0129,14.423,14.423,1.1458,1,21.501
60,000001.XSHE,000001,平安银行,XSHE,2021-04-06,21.5,21.5,21.55,22.09,21.51,21.68,40110282,873387016.62,48843,0.0021,0.9921976328,420716757560,420720306576,0.0084,14.5437,14.5437,1.1554,1,21.775
61,000001.XSHE,000001,平安银行,XSHE,2021-04-07,21.68,21.68,21.88,21.93,21.31,21.64,51760459,1116774452.27,67685,0.0027,0.9921976328,419940527380,419944069848,-0.0018,14.5169,14.5169,1.1533,1,21.576
62,000001.XSHE,000001,平安银行,XSHE,2021-04-08,21.64,21.64,21.46,21.73,21.33,21.56,38302950,825170840.99,45530,0.002,0.9921976328,418388067020,418391596392,-0.0037,14.4632,14.4632,1.149,1,21.543
63,000001.XSHE,000001,平安银行,XSHE,2021-04-09,21.56,21.56,21.71,21.72,21.08,21.3,39896028,849870878.04,45422,0.0021,0.9921976328,413342570850,413346057660,-0.0121,14.2888,14.2888,1.1352,1,21.302
64,000001.XSHE,000001,平安银行,XSHE,2021-04-12,21.3,21.3,21.51,21.51,20.63,20.7,59474314,1240067319.93,64188,0.0031,0.9921976328,401699118150,401702506740,-0.0282,13.8863,13.8863,1.1032,1,20.85
65,000001.XSHE,000001,平安银行,XSHE,2021-04-13,20.7,20.7,20.72,20.88,20.59,20.78,49990418,1036992692.52,47137,0.0026,0.9921976328,403251578510,403254980196,0.0039,13.94,13.94,1.1074,1,20.744
66,000001.XSHE,000001,平安银行,XSHE,2021-04-14,20.78,20.78,20.79,20.94,20.42,20.67,53743849,1113001541.55,43146,0.0028,0.9921976328,401116945515,401120329194,-0.0053,13.8662,13.8662,1.1016,1,20.709
67,000001.XSHE,000001,平安银行,XSHE,2021-04-15,20.67,20.67,20.76,20.77,20.08,20.36,73586505,1494016040.75,72705,0.0038,0.9921976328,395101161620,395104494552,-0.015,12.9492,9.7489,1.0604,1,20.303
68,000001.XSHE,000001,平安银行,XSHE,2021-04-16,20.36,20.36,20.36,20.43,19.81,20.26,72999826,1466509057.44,64429,0.0038,0.9921976328,393160586170,393163902732,-0.0049,12.8856,9.701,1.0551,1,20.089
69,000001.XSHE,000001,平安银行,XSHE,2021-04-19,20.26,20.26,20.03,21.24,19.91,21.15,111228262,2304021478.31,91455,0.0057,0.9921976328,410431707675,410435169930,0.0439,13.4516,10.1272,1.1015,1,20.714
70,000001.XSHE,000001,平安银行,XSHE,2021-04-20,21.15,21.15,21.08,21.95,20.92,21.69,83477272,1798249024.3,83870,0.0043,0.9921976328,420910815105,420914365758,0.0255,13.795,10.3858,1.1296,1,21.542
71,000001.XSHE,000001,平安银行,XSHE,2021-04-21,21.69,21.69,22.3,23.19,22.29,23.01,159709965,3644577541.25,153323,0.0082,0.9921976328,446526411045,446530177782,0.0609,14.6346,11.0178,1.1984,1,22.82
72,000001.XSHE,000001,平安银行,XSHE,2021-04-22,23.01,23.01,23.19,23.23,22.78,22.98,82969388,1905208911.59,96112,0.0043,0.9921976328,445944238410,445948000236,-0.0013,14.6155,11.0035,1.1968,1,22.963
73,000001.XSHE,000001,平安银行,XSHE,2021-04-23,22.98,22.98,23.32,23.65,23.07,23.29,82323015,1920413502.35,92091,0.0042,0.9921976328,451960022305,451963834878,0.0135,14.8127,11.1519,1.2129,1,23.328
